"season","team","opponent","playing","half","goals"
"2012/13","Swansea","Stoke",1,"second",3
"2012/13","Liverpool","Norwich",1,"second",3
"2012/13","Man City","Fulham",1,"second",1
"2012/13","Newcastle","Reading",1,"second",0
"2012/13","West Ham","QPR",1,"second",1
"2012/13","Wigan","Sunderland",1,"second",1
"2012/13","West Brom","Aston Villa",1,"second",2
"2012/13","Stoke","Swansea",0,"second",1
"2012/13","Norwich","Liverpool",0,"second",0
"2012/13","Fulham","Man City",0,"second",0
"2012/13","Reading","Newcastle",0,"second",2
"2012/13","QPR","West Ham",0,"second",0
"2012/13","Sunderland","Wigan",0,"second",0
"2012/13","Aston Villa","West Brom",0,"second",0
"2012/13","Chelsea","Arsenal",1,"second",0
"2012/13","Tottenham","Man Utd",1,"second",1
"2012/13","Arsenal","Chelsea",0,"second",1
"2012/13","Man Utd","Tottenham",0,"second",0
"2012/13","Southampton","Everton",1,"second",0
"2012/13","Everton","Southampton",0,"second",0
"2012/13","Arsenal","West Ham",1,"second",4
"2012/13","West Ham","Arsenal",0,"second",0
"2012/13","QPR","Man City",1,"second",0
"2012/13","Sunderland","Swansea",1,"second",0
"2012/13","Stoke","Wigan",1,"second",1
"2012/13","Aston Villa","Newcastle",1,"second",1
"2012/13","Man City","QPR",0,"second",0
"2012/13","Swansea","Sunderland",0,"second",0
"2012/13","Wigan","Stoke",0,"second",2
"2012/13","Newcastle","Aston Villa",0,"second",0
"2012/13","Reading","Chelsea",1,"second",2
"2012/13","Man Utd","Southampton",1,"second",0
"2012/13","Fulham","West Ham",1,"second",2
"2012/13","Everton","West Brom",1,"second",0
"2012/13","Norwich","Tottenham",1,"second",0
"2012/13","Arsenal","Liverpool",1,"second",2
"2012/13","Chelsea","Reading",0,"second",1
"2012/13","Southampton","Man Utd",0,"second",0
"2012/13","West Ham","Fulham",0,"second",1
"2012/13","West Brom","Everton",0,"second",1
"2012/13","Tottenham","Norwich",0,"second",1
"2012/13","Liverpool","Arsenal",0,"second",1
"2012/13","Fulham","Man Utd",1,"second",0
"2012/13","Wigan","Southampton",1,"second",1
"2012/13","West Ham","Swansea",1,"second",1
"2012/13","Everton","Aston Villa",1,"second",2
"2012/13","Arsenal","Stoke",1,"second",1
"2012/13","Reading","Sunderland",1,"second",1
"2012/13","Newcastle","Chelsea",1,"second",2
"2012/13","QPR","Norwich",1,"second",0
"2012/13","Man Utd","Fulham",0,"second",1
"2012/13","Southampton","Wigan",0,"second",2
"2012/13","Swansea","West Ham",0,"second",0
"2012/13","Aston Villa","Everton",0,"second",1
"2012/13","Stoke","Arsenal",0,"second",0
"2012/13","Sunderland","Reading",0,"second",0
"2012/13","Chelsea","Newcastle",0,"second",2
"2012/13","Norwich","QPR",0,"second",0
"2012/13","Man City","Liverpool",1,"second",1
"2012/13","West Brom","Tottenham",1,"second",0
"2012/13","Liverpool","Man City",0,"second",1
"2012/13","Tottenham","West Brom",0,"second",1
"2012/13","Tottenham","Newcastle",1,"second",1
"2012/13","Southampton","Man City",1,"second",1
"2012/13","Stoke","Reading",1,"second",2
"2012/13","Swansea","QPR",1,"second",2
"2012/13","Sunderland","Arsenal",1,"second",0
"2012/13","Norwich","Fulham",1,"second",0
"2012/13","Chelsea","Wigan",1,"second",3
"2012/13","Newcastle","Tottenham",0,"second",0
"2012/13","Man City","Southampton",0,"second",0
"2012/13","Reading","Stoke",0,"second",1
"2012/13","QPR","Swansea",0,"second",1
"2012/13","Arsenal","Sunderland",0,"second",0
"2012/13","Fulham","Norwich",0,"second",0
"2012/13","Wigan","Chelsea",0,"second",1
"2012/13","Man Utd","Everton",1,"second",0
"2012/13","Aston Villa","West Ham",1,"second",2
"2012/13","Everton","Man Utd",0,"second",0
"2012/13","West Ham","Aston Villa",0,"second",1
"2012/13","Liverpool","West Brom",1,"second",0
"2012/13","West Brom","Liverpool",0,"second",2
"2012/13","Liverpool","Swansea",1,"second",4
"2012/13","Swansea","Liverpool",0,"second",0
"2012/13","Fulham","Stoke",1,"second",0
"2012/13","Reading","Wigan",1,"second",0
"2012/13","Norwich","Everton",1,"second",2
"2012/13","QPR","Man Utd",1,"second",0
"2012/13","West Brom","Sunderland",1,"second",1
"2012/13","Arsenal","Aston Villa",1,"second",1
"2012/13","Stoke","Fulham",0,"second",0
"2012/13","Wigan","Reading",0,"second",1
"2012/13","Everton","Norwich",0,"second",0
"2012/13","Man Utd","QPR",0,"second",1
"2012/13","Sunderland","West Brom",0,"second",1
"2012/13","Aston Villa","Arsenal",0,"second",1
"2012/13","Man City","Chelsea",1,"second",2
"2012/13","Newcastle","Southampton",1,"second",2
"2012/13","Chelsea","Man City",0,"second",0
"2012/13","Southampton","Newcastle",0,"second",1
"2012/13","West Ham","Tottenham",1,"second",1
"2012/13","Tottenham","West Ham",0,"second",2
"2012/13","Chelsea","West Brom",1,"second",0
"2012/13","Everton","Reading",1,"second",2
"2012/13","Man Utd","Norwich",1,"second",3
"2012/13","Southampton","QPR",1,"second",0
"2012/13","Stoke","West Ham",1,"second",0
"2012/13","Sunderland","Fulham",1,"second",1
"2012/13","Swansea","Newcastle",1,"second",1
"2012/13","Wigan","Liverpool",1,"second",0
"2012/13","West Brom","Chelsea",0,"second",0
"2012/13","Reading","Everton",0,"second",1
"2012/13","Norwich","Man Utd",0,"second",0
"2012/13","QPR","Southampton",0,"second",1
"2012/13","West Ham","Stoke",0,"second",0
"2012/13","Fulham","Sunderland",0,"second",0
"2012/13","Newcastle","Swansea",0,"second",0
"2012/13","Liverpool","Wigan",0,"second",1
"2012/13","Tottenham","Arsenal",1,"second",0
"2012/13","Arsenal","Tottenham",0,"second",1
"2012/13","Aston Villa","Man City",1,"second",0
"2012/13","Man City","Aston Villa",0,"second",0
"2012/13","West Brom","Swansea",1,"second",1
"2012/13","Norwich","Southampton",1,"second",0
"2012/13","QPR","Sunderland",1,"second",2
"2012/13","Reading","Aston Villa",1,"second",0
"2012/13","Swansea","West Brom",0,"second",0
"2012/13","Southampton","Norwich",0,"second",0
"2012/13","Sunderland","QPR",0,"second",0
"2012/13","Aston Villa","Reading",0,"second",0
"2012/13","Newcastle","Stoke",1,"second",2
"2012/13","Liverpool","Tottenham",1,"second",2
"2012/13","Stoke","Newcastle",0,"second",1
"2012/13","Tottenham","Liverpool",0,"second",1
"2012/13","Everton","Man City",1,"second",1
"2012/13","Southampton","Liverpool",1,"second",1
"2012/13","Stoke","West Brom",1,"second",0
"2012/13","Aston Villa","QPR",1,"second",2
"2012/13","Swansea","Arsenal",1,"second",0
"2012/13","Man Utd","Reading",1,"second",0
"2012/13","Man City","Everton",0,"second",0
"2012/13","Liverpool","Southampton",0,"second",0
"2012/13","West Brom","Stoke",0,"second",0
"2012/13","QPR","Aston Villa",0,"second",1
"2012/13","Arsenal","Swansea",0,"second",2
"2012/13","Reading","Man Utd",0,"second",0
"2012/13","Sunderland","Norwich",1,"second",0
"2012/13","Tottenham","Fulham",1,"second",0
"2012/13","Wigan","Newcastle",1,"second",1
"2012/13","Chelsea","West Ham",1,"second",1
"2012/13","Norwich","Sunderland",0,"second",0
"2012/13","Fulham","Tottenham",0,"second",1
"2012/13","Newcastle","Wigan",0,"second",1
"2012/13","West Ham","Chelsea",0,"second",0
"2012/13","Sunderland","Man Utd",1,"second",0
"2012/13","Swansea","Tottenham",1,"second",1
"2012/13","West Ham","West Brom",1,"second",1
"2012/13","Wigan","Norwich",1,"second",1
"2012/13","Arsenal","Reading",1,"second",3
"2012/13","Man City","Newcastle",1,"second",2
"2012/13","Southampton","Chelsea",1,"second",0
"2012/13","Everton","Stoke",1,"second",0
"2012/13","Man Utd","Sunderland",0,"second",0
"2012/13","Tottenham","Swansea",0,"second",0
"2012/13","West Brom","West Ham",0,"second",1
"2012/13","Norwich","Wigan",0,"second",0
"2012/13","Reading","Arsenal",0,"second",1
"2012/13","Newcastle","Man City",0,"second",0
"2012/13","Chelsea","Southampton",0,"second",0
"2012/13","Stoke","Everton",0,"second",0
"2012/13","Aston Villa","Liverpool",1,"second",0
"2012/13","Liverpool","Aston Villa",0,"second",2
"2012/13","Fulham","QPR",1,"second",0
"2012/13","QPR","Fulham",0,"second",1
"2012/13","Reading","Southampton",1,"second",0
"2012/13","Stoke","Aston Villa",1,"second",1
"2012/13","Norwich","Swansea",1,"second",1
"2012/13","West Brom","Arsenal",1,"second",1
"2012/13","Southampton","Reading",0,"second",1
"2012/13","Aston Villa","Stoke",0,"second",2
"2012/13","Swansea","Norwich",0,"second",1
"2012/13","Arsenal","West Brom",0,"second",1
"2012/13","Liverpool","West Ham",1,"second",0
"2012/13","Tottenham","Everton",1,"second",1
"2012/13","Newcastle","Fulham",1,"second",1
"2012/13","Chelsea","Sunderland",1,"second",2
"2012/13","QPR","Wigan",1,"second",1
"2012/13","West Ham","Liverpool",0,"second",0
"2012/13","Everton","Tottenham",0,"second",1
"2012/13","Fulham","Newcastle",0,"second",0
"2012/13","Sunderland","Chelsea",0,"second",0
"2012/13","Wigan","QPR",0,"second",1
"2012/13","Man Utd","Man City",1,"second",1
"2012/13","Man City","Man Utd",0,"second",2
"2012/13","Arsenal","Norwich",1,"second",3
"2012/13","Aston Villa","Fulham",1,"second",1
"2012/13","Everton","QPR",1,"second",1
"2012/13","Reading","Liverpool",1,"second",0
"2012/13","Southampton","West Ham",1,"second",1
"2012/13","Norwich","Arsenal",0,"second",1
"2012/13","Fulham","Aston Villa",0,"second",1
"2012/13","QPR","Everton",0,"second",0
"2012/13","Liverpool","Reading",0,"second",0
"2012/13","West Ham","Southampton",0,"second",1
"2012/13","Newcastle","Sunderland",1,"second",0
"2012/13","Stoke","Man Utd",1,"second",0
"2012/13","Sunderland","Newcastle",0,"second",2
"2012/13","Man Utd","Stoke",0,"second",1
"2012/13","Arsenal","Everton",1,"second",0
"2012/13","Everton","Arsenal",0,"second",0
"2012/13","Man City","Wigan",1,"second",1
"2012/13","West Ham","Man Utd",1,"second",1
"2012/13","Fulham","Chelsea",1,"second",0
"2012/13","Wigan","Man City",0,"second",0
"2012/13","Man Utd","West Ham",0,"second",1
"2012/13","Chelsea","Fulham",0,"second",1
"2012/13","Norwich","Reading",1,"second",2
"2012/13","QPR","Stoke",1,"second",0
"2012/13","Sunderland","Everton",1,"second",0
"2012/13","Swansea","Southampton",1,"second",0
"2012/13","West Brom","Newcastle",1,"second",1
"2012/13","West Ham","Wigan",1,"second",1
"2012/13","Fulham","Arsenal",1,"second",0
"2012/13","Reading","Norwich",0,"second",1
"2012/13","Stoke","QPR",0,"second",1
"2012/13","Everton","Sunderland",0,"second",0
"2012/13","Southampton","Swansea",0,"second",0
"2012/13","Newcastle","West Brom",0,"second",0
"2012/13","Wigan","West Ham",0,"second",0
"2012/13","Arsenal","Fulham",0,"second",0
"2012/13","Tottenham","Man City",1,"second",3
"2012/13","Liverpool","Chelsea",1,"second",2
"2012/13","Man City","Tottenham",0,"second",0
"2012/13","Chelsea","Liverpool",0,"second",1
"2012/13","Man Utd","Aston Villa",1,"second",0
"2012/13","Aston Villa","Man Utd",0,"second",0
"2012/13","Man City","West Ham",1,"second",1
"2012/13","Everton","Fulham",1,"second",0
"2012/13","Southampton","West Brom",1,"second",0
"2012/13","Stoke","Norwich",1,"second",1
"2012/13","Wigan","Tottenham",1,"second",1
"2012/13","Newcastle","Liverpool",1,"second",0
"2012/13","West Ham","Man City",0,"second",1
"2012/13","Fulham","Everton",0,"second",0
"2012/13","West Brom","Southampton",0,"second",2
"2012/13","Norwich","Stoke",0,"second",0
"2012/13","Tottenham","Wigan",0,"second",1
"2012/13","Liverpool","Newcastle",0,"second",4
"2012/13","Reading","QPR",1,"second",0
"2012/13","Chelsea","Swansea",1,"second",0
"2012/13","Arsenal","Man Utd",1,"second",0
"2012/13","QPR","Reading",0,"second",0
"2012/13","Swansea","Chelsea",0,"second",0
"2012/13","Man Utd","Arsenal",0,"second",0
"2012/13","Aston Villa","Sunderland",1,"second",4
"2012/13","Sunderland","Aston Villa",0,"second",0
"2012/13","Fulham","Reading",1,"second",2
"2012/13","West Brom","Wigan",1,"second",1
"2012/13","Norwich","Aston Villa",1,"second",1
"2012/13","West Ham","Newcastle",1,"second",0
"2012/13","Tottenham","Southampton",1,"second",1
"2012/13","Swansea","Man City",1,"second",0
"2012/13","QPR","Arsenal",1,"second",0
"2012/13","Reading","Fulham",0,"second",3
"2012/13","Wigan","West Brom",0,"second",2
"2012/13","Aston Villa","Norwich",0,"second",2
"2012/13","Newcastle","West Ham",0,"second",0
"2012/13","Southampton","Tottenham",0,"second",0
"2012/13","Man City","Swansea",0,"second",0
"2012/13","Arsenal","QPR",0,"second",0
"2012/13","Liverpool","Everton",1,"second",0
"2012/13","Man Utd","Chelsea",1,"second",0
"2012/13","Everton","Liverpool",0,"second",0
"2012/13","Chelsea","Man Utd",0,"second",1
"2012/13","Sunderland","Stoke",1,"second",1
"2012/13","Stoke","Sunderland",0,"second",0
"2012/13","Man City","West Brom",1,"second",0
"2012/13","Wigan","Swansea",1,"second",1
"2012/13","West Brom","Man City",0,"second",0
"2012/13","Swansea","Wigan",0,"second",3
"2012/13","Chelsea","Tottenham",1,"second",0
"2012/13","Tottenham","Chelsea",0,"second",1
"2012/13","Aston Villa","Chelsea",1,"second",0
"2012/13","Chelsea","Aston Villa",0,"second",2
"2012/13","Stoke","Tottenham",1,"second",0
"2012/13","Sunderland","Southampton",1,"second",1
"2012/13","Norwich","West Brom",1,"second",3
"2012/13","QPR","Newcastle",1,"second",0
"2012/13","Man Utd","Swansea",1,"second",1
"2012/13","Everton","West Ham",1,"second",1
"2012/13","Fulham","Liverpool",1,"second",0
"2012/13","Tottenham","Stoke",0,"second",1
"2012/13","Southampton","Sunderland",0,"second",1
"2012/13","West Brom","Norwich",0,"second",0
"2012/13","Newcastle","QPR",0,"second",0
"2012/13","Swansea","Man Utd",0,"second",1
"2012/13","West Ham","Everton",0,"second",0
"2012/13","Liverpool","Fulham",0,"second",2
"2012/13","Arsenal","Wigan",1,"second",3
"2012/13","Reading","Man City",1,"second",0
"2012/13","Wigan","Arsenal",0,"second",0
"2012/13","Man City","Reading",0,"second",1
"2012/13","West Brom","Man Utd",1,"second",4
"2012/13","West Ham","Reading",1,"second",2
"2012/13","Wigan","Aston Villa",1,"second",0
"2012/13","Chelsea","Everton",1,"second",1
"2012/13","Liverpool","QPR",1,"second",0
"2012/13","Man City","Norwich",1,"second",1
"2012/13","Newcastle","Arsenal",1,"second",0
"2012/13","Southampton","Stoke",1,"second",1
"2012/13","Swansea","Fulham",1,"second",0
"2012/13","Tottenham","Sunderland",1,"second",1
"2012/13","Man Utd","West Brom",0,"second",2
"2012/13","Reading","West Ham",0,"second",2
"2012/13","Aston Villa","Wigan",0,"second",1
"2012/13","Everton","Chelsea",0,"second",0
"2012/13","QPR","Liverpool",0,"second",0
"2012/13","Norwich","Man City",0,"second",2
"2012/13","Arsenal","Newcastle",0,"second",1
"2012/13","Stoke","Southampton",0,"second",1
"2012/13","Fulham","Swansea",0,"second",2
"2012/13","Sunderland","Tottenham",0,"second",0
"2013/14","Liverpool","Stoke",1,"second",0
"2013/14","Norwich","Everton",1,"second",2
"2013/14","Sunderland","Fulham",1,"second",0
"2013/14","Arsenal","Aston Villa",1,"second",0
"2013/14","West Brom","Southampton",1,"second",0
"2013/14","West Ham","Cardiff",1,"second",1
"2013/14","Swansea","Man Utd",1,"second",1
"2013/14","Stoke","Liverpool",0,"second",0
"2013/14","Everton","Norwich",0,"second",2
"2013/14","Fulham","Sunderland",0,"second",1
"2013/14","Aston Villa","Arsenal",0,"second",2
"2013/14","Southampton","West Brom",0,"second",1
"2013/14","Cardiff","West Ham",0,"second",0
"2013/14","Man Utd","Swansea",0,"second",2
"2013/14","Crystal Palace","Tottenham",1,"second",0
"2013/14","Chelsea","Hull",1,"second",0
"2013/14","Tottenham","Crystal Palace",0,"second",1
"2013/14","Hull","Chelsea",0,"second",0
"2013/14","Man City","Newcastle",1,"second",2
"2013/14","Newcastle","Man City",0,"second",0
"2013/14","Chelsea","Aston Villa",1,"second",1
"2013/14","Aston Villa","Chelsea",0,"second",0
"2013/14","Fulham","Arsenal",1,"second",1
"2013/14","Hull","Norwich",1,"second",0
"2013/14","Southampton","Sunderland",1,"second",1
"2013/14","Newcastle","West Ham",1,"second",0
"2013/14","Aston Villa","Liverpool",1,"second",0
"2013/14","Everton","West Brom",1,"second",0
"2013/14","Stoke","Crystal Palace",1,"second",2
"2013/14","Arsenal","Fulham",0,"second",1
"2013/14","Norwich","Hull",0,"second",0
"2013/14","Sunderland","Southampton",0,"second",0
"2013/14","West Ham","Newcastle",0,"second",0
"2013/14","Liverpool","Aston Villa",0,"second",0
"2013/14","West Brom","Everton",0,"second",0
"2013/14","Crystal Palace","Stoke",0,"second",0
"2013/14","Tottenham","Swansea",1,"second",1
"2013/14","Cardiff","Man City",1,"second",3
"2013/14","Swansea","Tottenham",0,"second",0
"2013/14","Man City","Cardiff",0,"second",2
"2013/14","Man Utd","Chelsea",1,"second",0
"2013/14","Chelsea","Man Utd",0,"second",0
"2013/14","Man City","Hull",1,"second",2
"2013/14","Newcastle","Fulham",1,"second",1
"2013/14","Norwich","Southampton",1,"second",1
"2013/14","Cardiff","Everton",1,"second",0
"2013/14","West Ham","Stoke",1,"second",0
"2013/14","Crystal Palace","Sunderland",1,"second",2
"2013/14","Hull","Man City",0,"second",0
"2013/14","Fulham","Newcastle",0,"second",0
"2013/14","Southampton","Norwich",0,"second",0
"2013/14","Everton","Cardiff",0,"second",0
"2013/14","Stoke","West Ham",0,"second",1
"2013/14","Sunderland","Crystal Palace",0,"second",1
"2013/14","Liverpool","Man Utd",1,"second",0
"2013/14","West Brom","Swansea",1,"second",0
"2013/14","Arsenal","Tottenham",1,"second",0
"2013/14","Man Utd","Liverpool",0,"second",0
"2013/14","Swansea","West Brom",0,"second",1
"2013/14","Tottenham","Arsenal",0,"second",0
"2013/14","Man Utd","Crystal Palace",1,"second",1
"2013/14","Stoke","Man City",1,"second",0
"2013/14","Sunderland","Arsenal",1,"second",1
"2013/14","Tottenham","Norwich",1,"second",1
"2013/14","Aston Villa","Newcastle",1,"second",1
"2013/14","Fulham","West Brom",1,"second",0
"2013/14","Hull","Cardiff",1,"second",0
"2013/14","Everton","Chelsea",1,"second",0
"2013/14","Crystal Palace","Man Utd",0,"second",0
"2013/14","Man City","Stoke",0,"second",0
"2013/14","Arsenal","Sunderland",0,"second",2
"2013/14","Norwich","Tottenham",0,"second",0
"2013/14","Newcastle","Aston Villa",0,"second",1
"2013/14","West Brom","Fulham",0,"second",1
"2013/14","Cardiff","Hull",0,"second",1
"2013/14","Chelsea","Everton",0,"second",0
"2013/14","Southampton","West Ham",1,"second",0
"2013/14","West Ham","Southampton",0,"second",0
"2013/14","Swansea","Liverpool",1,"second",1
"2013/14","Liverpool","Swansea",0,"second",0
"2013/14","Norwich","Aston Villa",1,"second",0
"2013/14","West Brom","Sunderland",1,"second",2
"2013/14","West Ham","Everton",1,"second",1
"2013/14","Newcastle","Hull",1,"second",0
"2013/14","Liverpool","Southampton",1,"second",0
"2013/14","Chelsea","Fulham",1,"second",2
"2013/14","Aston Villa","Norwich",0,"second",0
"2013/14","Sunderland","West Brom",0,"second",0
"2013/14","Everton","West Ham",0,"second",3
"2013/14","Hull","Newcastle",0,"second",2
"2013/14","Southampton","Liverpool",0,"second",1
"2013/14","Fulham","Chelsea",0,"second",0
"2013/14","Crystal Palace","Swansea",1,"second",0
"2013/14","Arsenal","Stoke",1,"second",1
"2013/14","Cardiff","Tottenham",1,"second",0
"2013/14","Man City","Man Utd",1,"second",2
"2013/14","Swansea","Crystal Palace",0,"second",1
"2013/14","Stoke","Arsenal",0,"second",0
"2013/14","Tottenham","Cardiff",0,"second",1
"2013/14","Man Utd","Man City",0,"second",1
"2013/14","Tottenham","Chelsea",1,"second",0
